instruction,input,output
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build me a message CRUD on port 9090 (from and text+) please,"use web
listen 9090
crud message from text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please launch a web server at 8080 that responds with /about returning ""el-stupido web server"", /status returning ""all systems go"", a /hello page with ""hey there"", /api returning ""api v1""","use web
listen 8080
/about ""el-stupido web server""
/status ""all systems go""
/hello ""hey there""
/api ""api v1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly make a CLI tool called cat that concatenate files,"use cli
name ""cat""
desc ""concatenate files""
flag number -n ""number lines""
flag blank -b ""skip blank lines""
arg file ""file to read"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","simple message app at port 5000 with sender, body+ fields","use web
listen 5000
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need an API on port 8888 with two models: post (title, body, author) and item (name, desc, price)","use rest
listen 8888
model post title body author
model item name desc price
GET /posts list post
POST /posts create post
GET /items list item
POST /items create item"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","make a web server on port 3000 with ""ok"" at /health; a /hello page with ""hello world""; / that shows ""greetings""","use web
listen 3000
/health ""ok""
/hello ""hello world""
/ ""greetings"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, give me a web server at port 3000 that has /status that shows ""all systems go"", / returning ""main page"", /hello returning ""hi!"", /about returning ""a tiny web server""","use web
listen 3000
/status ""all systems go""
/ ""main page""
/hello ""hi!""
/about ""a tiny web server"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",create a guestbook database app at port 8000 storing name/msg+,"use web
listen 8000
crud guestbook name msg+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",message manager with sender and body+ on port 9000,"use web
listen 9000
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",CLI tool: cat - concatenate files,"use cli
name ""cat""
desc ""concatenate files""
arg file ""file to read"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","can you make a REST API on port 4000 for users with name, email","use rest
listen 4000
model user name email
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",CLI tool: calc - simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 9000 with pages /health showing ""up"" and CRUD for messages (sender and body+)","use web
listen 9000
/health ""up""
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","make a web server on port 80 with a /about page with ""a tiny web server"", /version returning ""v1.0"", /api saying ""json api"", / returning ""index"" please","use web
listen 80
/about ""a tiny web server""
/version ""v1.0""
/api ""json api""
/ ""index"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'd like a web server on port 80 with /api returning ""api v1"" and ""hello!"" at /hello","use web
listen 80
/api ""api v1""
/hello ""hello!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","message app, port 9090, store from/text+","use web
listen 9090
crud message from text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a CLI program called sort to sort lines of text please,"use cli
name ""sort""
desc ""sort lines of text""
flag numeric -n ""numeric sort""
flag unique -u ""unique lines only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want a REST endpoint for todos at port 443 with title, done","use rest
listen 443
model todo title done
GET /todos list todo
POST /todos create todo"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 9999 with /status showing ""up"" plus / showing ""it works!"" and bookmark tracking (name and link) please","use web
listen 9999
/status ""up""
/ ""it works!""
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly web server, port 8000, ""healthy"" at /status, /health saying ""up""","use web
listen 8000
/status ""healthy""
/health ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","can you make a rest api on port 8888 for messages with from, to, body","use rest
listen 8888
model message from to body
GET /messages list message
POST /messages create message"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly build a backend service on port 5000 with a todo model having title, done fields","use rest
listen 5000
model todo title done
GET /todos list todo
POST /todos create todo
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","stand up an HTTP listener on 9090 serving /status returning ""running""","use web
listen 9090
/status ""running"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly backend on port 5000 for notes and bookmarks with their fields,"use rest
listen 5000
model note title content
model bookmark title url
GET /notes list note
POST /notes create note
GET /bookmarks list bookmark
POST /bookmarks create bookmark"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server 9999 with /about that shows ""about this server""; /version saying ""v0.1""; /status returning ""all systems go""","use web
listen 9999
/about ""about this server""
/version ""v0.1""
/status ""all systems go"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","CRUD API on port 8888: note with title, content","use rest
listen 8888
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Server on port 3000 with /api showing ""rest endpoint"" and message tracking (sender and body+)","use web
listen 3000
/api ""rest endpoint""
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Terminal tool called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly cli find for finding files by name,"use cli
name ""find""
desc ""find files by name""
flag hidden -h ""include hidden files""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly server 80 with /health saying ""healthy"", /about that shows ""about page""","use web
listen 80
/health ""healthy""
/about ""about page"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","data service for products at port 3000, name, price please","use rest
listen 3000
model product name price
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",post manager with author and content+ on port 9999,"use web
listen 9999
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",CLI tool: hash - compute file hash,"use cli
name ""hash""
desc ""compute file hash""
flag sha256 -s ""use sha256""
flag md5 -m ""use md5""
arg file ""file to hash"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Make a REST API for tasks on port 4000 with fields title, status, priority","use rest
listen 4000
model task title status priority
GET /tasks list task
POST /tasks create task"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Website on 8000: /api showing ""rest endpoint""; /health showing ""up"", plus manage posts with author and content+","use web
listen 8000
/api ""rest endpoint""
/health ""up""
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 443 with /api showing ""json api"" and comment tracking (author and body+) please","use web
listen 443
/api ""json api""
crud comment author body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",post manager with title/body+ on port 3000,"use web
listen 3000
crud post title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",set up a post form on port 8000 that saves author and content+,"use web
listen 8000
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","JSON API for managing users on port 8000, fields: username, email, role please","use rest
listen 8000
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",program ping that checking host availability from the terminal,"use cli
name ""ping""
desc ""check host availability""
arg host ""hostname or IP"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Persistent message app on 4000 with sender, body+","use web
listen 4000
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","JSON API on 8080 for comments (user, text) and todos (title, done) please","use rest
listen 8080
model comment user text
model todo title done
GET /comments list comment
POST /comments create comment
GET /todos list todo
POST /todos create todo
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build me a link CRUD on port 4000 (title/url),"use web
listen 4000
crud link title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Multi-model API on port 9000: todo (title, done) + product (name, price)","use rest
listen 9000
model todo title done
model product name price
GET /todos list todo
POST /todos create todo
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly rest post title, body, author on 8080","use rest
listen 8080
model post title body author
GET /posts list post
POST /posts create post
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","make a REST API for users on port 4000 with fields name, email","use rest
listen 4000
model user name email
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",create a unix-style tool called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly terminal tool called grep to search files for patterns,"use cli
name ""grep""
desc ""search files for patterns""
flag count -c ""show count only""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",web form for task entries with name/priority on port 80,"use web
listen 80
crud task name priority"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Program serve that serving static files from the terminal,"use cli
name ""serve""
desc ""serve static files""
flag verbose -v ""enable logging""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 3000: user (name, email), post (title, body, author)","use rest
listen 3000
model user name email
model post title body author
GET /users list user
POST /users create user
GET /posts list post
POST /posts create post
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",CRUD for task on port 443: name and priority,"use web
listen 443
crud task name priority"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want a web server on port 8888 with ""v1.0"" at /version","use web
listen 8888
/version ""v1.0"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly REST API on port 5000 with tasks (title, status, priority) and posts (title, body, author)","use rest
listen 5000
model task title status priority
model post title body author
GET /tasks list task
POST /tasks create task
GET /posts list post
POST /posts create post"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please set up an HTTP API on port 9000 that stores and retrieves posts with title, body, author","use rest
listen 9000
model post title body author
GET /posts list post
POST /posts create post
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 9090 with /health showing ""ok"" and a guestbook CRUD with name and msg+","use web
listen 9090
/health ""ok""
crud guestbook name msg+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 8888 with /hello showing ""hello!"" and user tracking (username and role) please","use web
listen 8888
/hello ""hello!""
crud user username role"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API, port 9999, model user with username, email, role please","use rest
listen 9999
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, API server on 8080: item (name, desc, price), user (name, email)","use rest
listen 8080
model item name desc price
model user name email
GET /items list item
POST /items create item
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","note manager with name, content+ on port 443","use web
listen 443
crud note name content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a link manager on port 8000, fields: name and href","use web
listen 8000
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","api server on port 3000 for bookmark with title, url","use rest
listen 3000
model bookmark title url
GET /bookmarks list bookmark
POST /bookmarks create bookmark
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",crud for message on port 8080: from and text+,"use web
listen 8080
crud message from text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create an HTTP server listening on 9090 that serves /about that shows ""el-stupido web server"", /health that shows ""healthy"", / saying ""index""","use web
listen 9090
/about ""el-stupido web server""
/health ""healthy""
/ ""index"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please calc command that simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want a web server on port 8000 with /hello returning ""hey there""","use web
listen 8000
/hello ""hey there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want to manage messages with from and text+ fields, serve on 443","use web
listen 443
crud message from text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Console app called sort for sorting lines of text,"use cli
name ""sort""
desc ""sort lines of text""
flag reverse -r ""reverse sort""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Create a unix-style tool called head to show first lines,"use cli
name ""head""
desc ""show first lines""
flag quiet -q ""suppress headers""
arg count ""number of lines""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a CLI program called cat to concatenate files please,"use cli
name ""cat""
desc ""concatenate files""
flag number -n ""number lines""
flag blank -b ""skip blank lines""
arg file ""file to read"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'd like a JSON REST API running on port 443 for CRUD operations on notes with title, content","use rest
listen 443
model note title content
GET /notes list note
POST /notes create note"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",create a command-line tool named find for finding files by name,"use cli
name ""find""
desc ""find files by name""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly I'd like a simple HTTP server on 3000 serving /hello saying ""hey there""","use web
listen 3000
/hello ""hey there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Create a CRUD app for users with username/role, port 9999","use web
listen 9999
crud user username role"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Build a head command that showing first lines,"use cli
name ""head""
desc ""show first lines""
flag quiet -q ""suppress headers""
arg count ""number of lines""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Server on port 9999 with /health showing ""alive"" and item tracking (title and desc)","use web
listen 9999
/health ""alive""
crud item title desc"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I'd like a terminal utility called wc that can count words in files,"use cli
name ""wc""
desc ""count words in files""
flag bytes -b ""count bytes""
flag lines -l ""count lines only""
flag words -w ""count words only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",make me a head utility that showing first lines,"use cli
name ""head""
desc ""show first lines""
arg count ""number of lines""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API, port 8000, model product with name, price please","use rest
listen 8000
model product name price
GET /products list product
POST /products create product
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server, port 8888, /status returning ""alive"", ""hello world"" at /","use web
listen 8888
/status ""alive""
/ ""hello world"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",make a CLI tool called grep that search files for patterns please,"use cli
name ""grep""
desc ""search files for patterns""
flag count -c ""show count only""
flag verbose -v ""enable verbose output""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","start a web server on 4000 that has / that shows ""hello from el-stupido!"", a /status page with ""ok"", plus /hello saying ""hi!""","use web
listen 4000
/ ""hello from el-stupido!""
/status ""ok""
/hello ""hi!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 8080 with /status showing ""healthy""; /hello showing ""hello!"" and guestbook tracking (author and text+) please","use web
listen 8080
/status ""healthy""
/hello ""hello!""
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",grep command that searching files for patterns,"use cli
name ""grep""
desc ""search files for patterns""
flag verbose -v ""enable verbose output""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","data service for comments at port 5000, user, text","use rest
listen 5000
model comment user text
GET /comments list comment
POST /comments create comment
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 8080 with /hello showing ""hi!"" plus /version showing ""0.0.1"" and note tracking (title and body+)","use web
listen 8080
/hello ""hi!""
/version ""0.0.1""
crud note title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Run a site on port 8000 with ""server is running"" at /; /about that shows ""a tiny web server""; a /health page with ""alive""","use web
listen 8000
/ ""server is running""
/about ""a tiny web server""
/health ""alive"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please build a CLI program named find for finding files by name,"use cli
name ""find""
desc ""find files by name""
flag recursive -r ""search recursively""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server, port 8080, /hello that shows ""hey there""","use web
listen 8080
/hello ""hey there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",shell tool hash to compute file hash,"use cli
name ""hash""
desc ""compute file hash""
flag md5 -m ""use md5""
flag sha256 -s ""use sha256""
arg file ""file to hash"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",terminal tool called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, make a CLI tool called grep that search files for patterns","use cli
name ""grep""
desc ""search files for patterns""
flag count -c ""show count only""
flag verbose -v ""enable verbose output""
flag ignore_case -i ""case insensitive""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","JSON API for managing tasks on port 8080, fields: title, status, priority","use rest
listen 8080
model task title status priority
GET /tasks list task
POST /tasks create task"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly create a message database app at port 3000 storing from and text+,"use web
listen 3000
crud message from text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need a note tracker on port 8080 with name, content+","use web
listen 8080
crud note name content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",simple entry app at port 4000 with title and body+ fields,"use web
listen 4000
crud entry title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Api 3000 user username, email, role","use rest
listen 3000
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","spin up an HTTP server on port 3000 with a /version page with ""v1.0"", / that shows ""hello world"", /api that shows ""json api"", ""about us"" at /about","use web
listen 3000
/version ""v1.0""
/ ""hello world""
/api ""json api""
/about ""about us"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, I need a entry tracker on port 9090 with key, value","use web
listen 9090
crud entry key value"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","start a web server on 8888 that has /hello that shows ""hey there"" please","use web
listen 8888
/hello ""hey there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a CLI program called serve to serve static files,"use cli
name ""serve""
desc ""serve static files""
flag verbose -v ""enable logging""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 443: item (name, desc, price), user (username, email, role)","use rest
listen 443
model item name desc price
model user username email role
GET /items list item
POST /items create item
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please set up a CLI program named cat for concatenate files,"use cli
name ""cat""
desc ""concatenate files""
arg file ""file to read"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, build a backend service on port 443 with a item model having name, desc, price fields","use rest
listen 443
model item name desc price
GET /items list item
POST /items create item
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web 9999 /about that shows ""el-stupido web server""; ""home page"" at /; ""rest endpoint"" at /api","use web
listen 9999
/about ""el-stupido web server""
/ ""home page""
/api ""rest endpoint"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please guestbook app, port 5000, store author/text+","use web
listen 5000
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Build a server on port 3000 that has /status showing ""up"" plus /api showing ""rest endpoint"" and a comment manager (user and text+)","use web
listen 3000
/status ""up""
/api ""rest endpoint""
crud comment user text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need a website on port 5000 with /api that shows ""json api""; / saying ""welcome!""","use web
listen 5000
/api ""json api""
/ ""welcome!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 443: post (title, body, author), comment (user, text)","use rest
listen 443
model post title body author
model comment user text
GET /posts list post
POST /posts create post
GET /comments list comment
POST /comments create comment
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build a sort command that sorting lines of text,"use cli
name ""sort""
desc ""sort lines of text""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","spin up an HTTP server on port 80 with a /api page with ""json api"", ""hey there"" at /hello, / saying ""hi there""","use web
listen 80
/api ""json api""
/hello ""hey there""
/ ""hi there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please please create a basic website running on port 5000 that displays /hello saying ""hello!"", ""rest endpoint"" at /api, a /health page with ""alive"", plus / returning ""hi there""","use web
listen 5000
/hello ""hello!""
/api ""rest endpoint""
/health ""alive""
/ ""hi there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","spin up an HTTP server on port 9000 with ""hey there"" at /hello, / that shows ""home page"", a /api page with ""rest endpoint"", plus ""0.0.1"" at /version please","use web
listen 9000
/hello ""hey there""
/ ""home page""
/api ""rest endpoint""
/version ""0.0.1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I need a terminal tool called hash to compute file hash please,"use cli
name ""hash""
desc ""compute file hash""
flag sha256 -s ""use sha256""
arg file ""file to hash"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","make a web server on port 8000 with /health that shows ""ok""; /about returning ""about page""; ""main page"" at /; /status that shows ""ok""","use web
listen 8000
/health ""ok""
/about ""about page""
/ ""main page""
/status ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a RESTful web service on port 8000 that manages message resources with fields from, to, body","use rest
listen 8000
model message from to body
GET /messages list message
POST /messages create message
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",set up a task form on port 9999 that saves name and priority,"use web
listen 9999
crud task name priority"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on port 8888 with pages: / saying ""it works!"", ""alive"" at /status, ""rest endpoint"" at /api","use web
listen 8888
/ ""it works!""
/status ""alive""
/api ""rest endpoint"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly build a entry manager on port 9999, fields: key and value","use web
listen 9999
crud entry key value"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 8080 with / showing ""main page"" and a guestbook crud with author and text+","use web
listen 8080
/ ""main page""
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","expose an endpoint on port 9999 with a /about page with ""el-stupido web server"", /hello that shows ""hey there""","use web
listen 9999
/about ""el-stupido web server""
/hello ""hey there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 4000 with /api showing ""json api"" plus /hello showing ""hello world"" and bookmark tracking (title and url)","use web
listen 4000
/api ""json api""
/hello ""hello world""
crud bookmark title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly serve content on 4000 with ""0.0.1"" at /version","use web
listen 4000
/version ""0.0.1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a json api for user on port 80: name, email","use rest
listen 80
model user name email
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","rest todo title, done on 443","use rest
listen 443
model todo title done
GET /todos list todo
POST /todos create todo
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","run a site on port 8888 with a / page with ""index"", ""ok"" at /health, a /status page with ""ok"", plus /api saying ""json api""","use web
listen 8888
/ ""index""
/health ""ok""
/status ""ok""
/api ""json api"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, server on port 8080 with /health showing ""alive"" and comment tracking (author and body+)","use web
listen 8080
/health ""alive""
crud comment author body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please give me a web server at port 8888 that has / returning ""hello from el-stupido!"", /api saying ""api v1"", a /health page with ""ok"", plus a /status page with ""running""","use web
listen 8888
/ ""hello from el-stupido!""
/api ""api v1""
/health ""ok""
/status ""running"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on port 8000 with pages: a /api page with ""api v1""; /health that shows ""healthy""; ""el-stupido web server"" at /about; /version that shows ""v1.0"" please","use web
listen 8000
/api ""api v1""
/health ""healthy""
/about ""el-stupido web server""
/version ""v1.0"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly build a server on port 9999 that has /version showing ""0.0.1"" and a post manager (author and content+)","use web
listen 9999
/version ""0.0.1""
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'm looking for a simple web server that listens on port 9090 and serves /version saying ""0.0.1""","use web
listen 9090
/version ""0.0.1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",web form for post entries with title/body+ on port 80,"use web
listen 80
crud post title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",program head that showing first lines from the terminal,"use cli
name ""head""
desc ""show first lines""
arg count ""number of lines""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly I need an API for tasks on port 5000 with title, status, priority","use rest
listen 5000
model task title status priority
GET /tasks list task
POST /tasks create task"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a REST service on port 3000 that handles notes with title, content and tasks with title, status, priority","use rest
listen 3000
model note title content
model task title status priority
GET /notes list note
POST /notes create note
GET /tasks list task
POST /tasks create task"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Backend on port 8888 for messages and users with their fields,"use rest
listen 8888
model message from to body
model user name email
GET /messages list message
POST /messages create message
GET /users list user
POST /users create user
GET /health ""ok"""
